OBJECTID,URN,SCHOOL_NAM,TYPE,PHASE,ADDRESS,TOWN,POSTCODE,STATUS,GENDER,EASTING,NORTHING,WARD_NAME,LSOA_NAME,LA_NAME,WEBLINK,AGE,map_icon,NEW_URN,OLD_URN,map_icon_l,Primary,x,y
"2,201.00",102329,St Mary's Catholic Primary School,Voluntary Aided School,Primary,Hornchurch Road,Hornchurch,RM12 4TL,Open,Mixed,552326,187377,Hylands,Havering 021A,Havering,www.stmarysva.net,11-Apr,VOLUNTARY, , ,2,1,0.19626,51.5647011
"2,202.00",102330,La Salette Catholic Primary School,Voluntary Aided School,Primary,Dunedin Road,Rainham,RM13 8SP,Open,Mixed,552102,182754,South Hornchurch,Havering 028C,Havering,http://www.lasalette.havering.sch.uk/,11-Apr,VOLUNTARY, , ,2,1,0.191034,51.523201
"2,203.00",102331,St Patrick's Catholic Primary School,Voluntary Aided School,Primary,Lowshoe Lane,Romford,RM5 2AP,Open,Mixed,549636,190807,Mawneys,Havering 005D,Havering,http://webfronter.com/havering/stpatricks/,11-Apr,VOLUNTARY, , ,2,1,0.15894,51.596199
"2,204.00",102332,St Ursula's Catholic Junior School,Voluntary Aided School,Primary,Straight Road,Romford,RM3 7JS,Open,Mixed,553024,191942,Heaton,Havering 006C,Havering,http://www.st-ursulas-rc-jun.havering.sch.uk/,11-Jul,VOLUNTARY, , ,2,1,0.20831,51.6054993
"2,205.00",102333,St Ursula's Catholic Infant School,Voluntary Aided School,Primary,Straight Road,Romford,RM3 7JS,Open,Mixed,553024,191942,Heaton,Havering 006C,Havering,www.st-ursulas-rc-jun.havering.sch.uk/,7-Mar,VOLUNTARY, , ,2,1,0.20831,51.6054993
"2,206.00",102334,St Joseph's Catholic Primary School,Voluntary Aided School,Primary,115 St Mary's Lane,Upminster,RM14 2QB,Open,Mixed,555976,186572,Upminster,Havering 022E,Havering,http://www.st-josephs-upminster.net/,11-Apr,VOLUNTARY, , ,2,1,0.24852,51.5564995
"2,207.00",102335,St Peter's Catholic Primary School,Voluntary Aided School,Primary,Dorset Avenue,Romford,RM1 4JA,Open,Mixed,551046,189566,Pettits,Havering 009F,Havering,www.st-peters.havering.sch.uk/,11-Apr,VOLUNTARY, , ,2,1,0.178748,51.5847015
"2,208.00",102336,St Alban's Catholic Primary School,Voluntary Aided School,Primary,Heron Flight Avenue,Hornchurch,RM12 5LN,Open,Mixed,552574,184346,Elm Park,Havering 027B,Havering,http://www.st-albans.havering.sch.uk/havering/primary/st-albans,11-Apr,VOLUNTARY, , ,2,1,0.198522,51.5373993
"2,209.00",102341,Sanders School,Foundation School,Secondary,Suttons Lane,Hornchurch,RM12 6RT,Open,Mixed,553667,185762,Hacton,Havering 025B,Havering,http://www.sandersschool.org.uk/,16-Nov,STATE-FUNDED, , ,2,0,0.214886,51.5498009
"2,210.00",102343,The Royal Liberty School,Foundation School,Secondary,Upper Brentwood Road,Romford,RM2 6HJ,Open,Boys,553212,189729,Squirrel's Heath,Havering 010F,Havering,http://www.royalliberty.org.uk,16-Nov,STATE-FUNDED, , ,2,0,0.210057,51.5856018
"2,211.00",102344,Gaynes School,Community School,Secondary,Brackendale Gardens,Upminster,RM14 3UX,Open,Mixed,556274,185453,Upminster,Havering 024A,Havering,http://www.gaynes.havering.sch.uk/,16-Nov,STATE-FUNDED, , ,2,0,0.252318,51.546299
"2,212.00",102345,Marshalls Park School,Foundation School,Secondary,Pettits Lane,Romford,RM1 4EH,Open,Mixed,551408,190187,Pettits,Havering 008D,Havering,http://www.marshallspark.havering.sch.uk/,16-Nov,STATE-FUNDED, , ,2,0,0.184236,51.5901985
"2,213.00",102362,Corbets Tey School,Foundation Special School,Not applicable,Harwood Hall Lane,Upminster,RM14 2YQ,Open,Mixed,556057,184996,Upminster,Havering 024A,Havering,http://www.corbetsteyschool.org.uk/,16-Apr,SPECIAL, , ,2,1,0.248989,51.5423012
"2,214.00",102362,Corbets Tey School,Foundation Special School,Not applicable,Harwood Hall Lane,Upminster,RM14 2YQ,Open,Mixed,556057,184996,Upminster,Havering 024A,Havering,http://www.corbetsteyschool.org.uk/,16-Apr,SPECIAL, , ,2,0,0.248989,51.5423012
"2,215.00",102368,Bourne Primary School,Community School,Primary,Cedar Avenue,Ruislip,HA4 6UJ,Open,Mixed,511334,184924,South Ruislip,Hillingdon 033D,Hillingdon, ,11-Mar,STATE-FUNDED, , ,2,1,-0.395628,51.5522003
"2,216.00",102369,The Breakspear School,Community School,Primary,Bushey Road,Ickenham,UB10 8JA,Open,Mixed,507406,186808,Ickenham,Hillingdon 011B,Hillingdon,http://www.breakspear.hillingdon.sch.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.451684,51.5699005
"2,217.00",102373,Colham Manor Primary School,Community School,Primary,Violet Avenue,Uxbridge,UB8 3PT,Open,Mixed,507071,181457,Yiewsley,Hillingdon 025C,Hillingdon,www.colhammanorprimary.com,11-Mar,STATE-FUNDED, , ,2,1,-0.458142,51.5219002
"2,218.00",102375,Coteford Infant School,Community School,Primary,Fore Street,Pinner,HA5 2HX,Open,Mixed,510186,188456,Eastcote and East Ruislip,Hillingdon 004B,Hillingdon,www.cotefordinfantschool.co.uk/,7-May,STATE-FUNDED, , ,2,1,-0.411073,51.5842018
"2,219.00",102377,Deanesfield Primary School,Community School,Primary,Queen's Walk,Ruislip,HA4 0LR,Open,Mixed,511664,185752,South Ruislip,Hillingdon 033C,Hillingdon, ,11-Mar,STATE-FUNDED, , ,2,1,-0.390608,51.5596008
"2,220.00",102378,Field End Junior School,Community School,Primary,Field End Road,Ruislip,HA4 9PQ,Open,Mixed,511795,186560,Cavendish,Hillingdon 008D,Hillingdon,www.fieldend-jun.hillingdon.sch.uk/,11-Jul,STATE-FUNDED, , ,2,1,-0.388462,51.5668983
"2,221.00",102379,Field End Infant School,Community School,Primary,Field End Road,Ruislip,HA4 9PQ,Open,Mixed,511795,186560,Cavendish,Hillingdon 008D,Hillingdon,www.fieldend-inf.hillingdon.sch.uk,7-Mar,STATE-FUNDED, , ,2,1,-0.388462,51.5668983
"2,222.00",102380,Glebe Primary School,Community School,Primary,Sussex Road,Uxbridge,UB10 8PH,Open,Mixed,508488,185552,Ickenham,Hillingdon 011E,Hillingdon,http://www.glebe.hillingdon.sch.uk,11-Mar,STATE-FUNDED, , ,2,1,-0.436466,51.5583992
"2,223.00",102381,Harefield Junior School,Community School,Primary,Park Lane,Uxbridge,UB9 6BJ,Open,Mixed,505112,190547,Harefield,Hillingdon 003B,Hillingdon,www.harefield-jun.hillingdon.sch.uk/,11-Jul,STATE-FUNDED, , ,2,1,-0.483653,51.6040001
"2,224.00",102382,Harefield Infant School,Community School,Primary,High Street,Uxbridge,UB9 6BT,Open,Mixed,505050,190544,Harefield,Hillingdon 003B,Hillingdon,www.harefieldinfants.co.uk,7-Mar,STATE-FUNDED, , ,2,1,-0.484548,51.6040001
"2,225.00",102383,Harlyn Primary School,Community School,Primary,Tolcarne Drive,Pinner,HA5 2DR,Open,Mixed,510753,189845,Northwood Hills,Hillingdon 004D,Hillingdon,http://www.harlyn.hillingdon.sch.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.402454,51.5965996
"2,226.00",102384,Harmondsworth Primary School,Community School,Primary,School Road,West Drayton,UB7 0AU,Open,Mixed,505655,177525,Heathrow Villages,Hillingdon 031A,Hillingdon, ,11-Mar,STATE-FUNDED, , ,2,1,-0.479721,51.4868011
"2,227.00",102385,Heathrow Primary School,Community School,Primary,Harmondsworth Lane,West Drayton,UB7 0JQ,Open,Mixed,506988,177916,Heathrow Villages,Hillingdon 031B,Hillingdon,www.heathrowprimaryschool.co.uk,11-Mar,STATE-FUNDED, , ,2,1,-0.460411,51.4901009
"2,228.00",102388,Lady Bankes Junior School,Community School,Primary,Dawlish Drive,Ruislip,HA4 9SF,Open,Mixed,510453,186919,Manor,Hillingdon 008E,Hillingdon,www.ladybankes-jun.hillingdon.sch.uk/,11-Jul,STATE-FUNDED, , ,2,1,-0.407703,51.5703011
"2,229.00",102389,Lady Bankes Infant School,Community School,Primary,Dawlish Drive,Ruislip,HA4 9SF,Open,Mixed,510453,186919,Manor,Hillingdon 008E,Hillingdon,www.ladybankes-inf.hillingdon.sch.uk/,7-Mar,STATE-FUNDED, , ,2,1,-0.407703,51.5703011
"2,230.00",102391,Minet Junior School,Community School,Primary,Avondale Drive,Hayes,UB3 3NR,Open,Mixed,510563,180360,Townfield,Hillingdon 026B,Hillingdon,www.minetjunior.org.uk,11-Jul,STATE-FUNDED, , ,2,1,-0.408175,51.5113983
"2,231.00",102392,Minet Nursery and Infant School,Community School,Primary,Avondale Drive,Hayes,UB3 3NR,Open,Mixed,510563,180360,Townfield,Hillingdon 026B,Hillingdon,www.minet-inf.hillingdon.sch.uk/,7-Mar,STATE-FUNDED, , ,2,1,-0.408175,51.5113983
"2,232.00",102393,Newnham Junior School,Community School,Primary,Newnham Avenue,Ruislip,HA4 9RW,Open,Mixed,511440,187433,Cavendish,Hillingdon 006B,Hillingdon,http://www.newnham-jun.hillingdon.sch.uk/,11-Jul,STATE-FUNDED, , ,2,1,-0.393305,51.5747986
"2,233.00",102394,Newnham Infant and Nursery School,Community School,Primary,Newnham Avenue,Ruislip,HA4 9RW,Open,Mixed,511440,187433,Cavendish,Hillingdon 006B,Hillingdon,www.newnham-inf.hillingdon.sch.uk/,7-Mar,STATE-FUNDED, , ,2,1,-0.393305,51.5747986
"2,234.00",102398,West Drayton Primary School,Community School,Primary,Kingston Lane,West Drayton,UB7 9EA,Open,Mixed,506530,179594,West Drayton,Hillingdon 029C,Hillingdon,www.westdraytonschool.com,11-Mar,STATE-FUNDED, , ,2,1,-0.466499,51.5052986
"2,235.00",102399,Whitehall Junior School,Community School,Primary,Cowley Road,Uxbridge,UB8 2LX,Open,Mixed,505413,183387,Uxbridge South,Hillingdon 016D,Hillingdon,http://www.whitehalljunior.org,11-Jul,STATE-FUNDED, , ,2,1,-0.481454,51.5396004
"2,236.00",102400,Whiteheath Junior School,Community School,Primary,Whiteheath Avenue,Ruislip,HA4 7PR,Open,Mixed,508248,187992,West Ruislip,Hillingdon 005A,Hillingdon,http://www.whiteheath-jun.hillingdon.sch.uk,11-Jul,STATE-FUNDED, , ,2,1,-0.439176,51.5803986
"2,237.00",102401,William Byrd School,Community School,Primary,Victoria Lane,Hayes,UB3 5EW,Open,Mixed,508532,177907,Heathrow Villages,Hillingdon 032B,Hillingdon,www.williambyrd.hillingdon.sch.uk,11-Mar,STATE-FUNDED, , ,2,1,-0.438184,51.4897003
"2,238.00",102403,Yeading Junior School,Community School,Primary,Carlyon Road,Hayes,UB4 0NR,Open,Mixed,511190,181608,Barnhill,Hillingdon 026A,Hillingdon,www.yeadingjuniorschool.co.uk,11-Jul,STATE-FUNDED, , ,2,1,-0.39875,51.5224991
"2,239.00",102404,Yeading Infant and Nursery School,Community School,Primary,Carlyon Road,Hayes,UB4 0NR,Open,Mixed,511203,181551,Barnhill,Hillingdon 026A,Hillingdon,www.yeadinginf.co.uk/,7-Mar,STATE-FUNDED, , ,2,1,-0.398581,51.5219002
"2,240.00",102405,Hermitage Primary School,Community School,Primary,Belmont Road,Uxbridge,UB8 1RB,Open,Mixed,505909,184499,Uxbridge North,Hillingdon 013C,Hillingdon,www.hermitage.hillingdon.sch.uk,11-Mar,STATE-FUNDED, , ,2,1,-0.47397,51.5494995
"2,241.00",102407,Highfield Primary School,Community School,Primary,Charville Lane West,Uxbridge,UB10 0DB,Open,Mixed,507941,182886,Hillingdon East,Hillingdon 019E,Hillingdon,http://www.highfield.hillingdon.sch.uk,11-Mar,STATE-FUNDED, , ,2,1,-0.44517,51.5345993
"2,242.00",102408,Rabbsfarm Primary School,Community School,Primary,Gordon Road,West Drayton,UB7 8AH,Open,Mixed,506026,180857,Yiewsley,Hillingdon 025D,Hillingdon,www.rabbsfarm.org.uk,11-Apr,STATE-FUNDED, , ,2,1,-0.473379,51.5167007
"2,243.00",102409,Warrender Primary School,Community School,Primary,Old Hatch Manor,Ruislip,HA4 8QG,Open,Mixed,509964,187686,Eastcote and East Ruislip,Hillingdon 007C,Hillingdon,www.warrender.hillingdon.sch.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.414516,51.577301
"2,244.00",102411,Whitehall Infant School,Community School,Primary,Cowley Road,Uxbridge,UB8 2LX,Open,Mixed,505413,183387,Uxbridge South,Hillingdon 016D,Hillingdon,www.whitehall-inf.hillingdon.sch.uk,7-Mar,STATE-FUNDED, , ,2,1,-0.481454,51.5396004
"2,245.00",102413,Whiteheath Infant and Nursery School,Community School,Primary,Ladygate Lane,Ruislip,HA4 7RF,Open,Mixed,508115,188074,West Ruislip,Hillingdon 005A,Hillingdon,http://www.whiteheath-inf.hillingdon.sch.uk,7-Mar,STATE-FUNDED, , ,2,1,-0.441069,51.5811996
"2,246.00",102414,Frithwood Primary School,Community School,Primary,Carew Road,Northwood,HA6 3NJ,Open,Mixed,509709,191703,Northwood,Hillingdon 001D,Hillingdon,www.frithwood.hillingdon.sch.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.41694,51.6134987
"2,247.00",102416,Ruislip Gardens Primary School,Community School,Primary,Stafford Road,Ruislip,HA4 6PD,Open,Mixed,509599,185939,South Ruislip,Hillingdon 009C,Hillingdon,www.ruislipgardensschool.co.uk,11-Mar,STATE-FUNDED, , ,2,1,-0.420326,51.5616989
"2,248.00",102417,Bishop Winnington-Ingram CofE Primary School,Voluntary Aided School,Primary,Southcote Rise,Ruislip,HA4 7LW,Open,Mixed,508573,187712,West Ruislip,Hillingdon 005D,Hillingdon,http://www.bwicofe.co.uk,11-Mar,VOLUNTARY, , ,2,1,-0.434574,51.5778008
"2,249.00",102418,Holy Trinity CofE Primary School,Voluntary Aided School,Primary,Rickmansworth Road,Northwood,HA6 2RH,Open,Mixed,508306,191749,Northwood,Hillingdon 001B,Hillingdon,www.holytrinitynorthwood.org,11-Mar,VOLUNTARY, , ,2,1,-0.43718,51.6142006
"2,250.00",102420,Dr Triplett's CofE Primary School,Voluntary Aided School,Primary,Hemmen Lane,Hayes,UB3 2JQ,Open,Mixed,509973,181078,Townfield,Hillingdon 026E,Hillingdon,www.drtripletts.hillingdon.sch.uk,11-Mar,VOLUNTARY, , ,2,1,-0.41645,51.5178986
"2,251.00",102421,St Swithun Wells Catholic Primary School,Voluntary Aided School,Primary,Hunters Hill,Ruislip,HA4 9HS,Open,Mixed,511551,186256,Cavendish,Hillingdon 008A,Hillingdon,http://www.st-swithunwells.hillingdon.sch.uk,11-Mar,VOLUNTARY, , ,2,1,-0.392077,51.5642014
"2,252.00",102422,Botwell House Catholic Primary School,Voluntary Aided School,Primary,Botwell Lane,Hayes,UB3 2AB,Open,Mixed,509698,179936,Botwell,Hillingdon 027B,Hillingdon,www.botwellhouseschool.co.uk,11-Apr,VOLUNTARY, , ,2,1,-0.420766,51.5077019
"2,253.00",102423,St Bernadette Catholic Primary School,Voluntary Aided School,Primary,160 Long Lane,Uxbridge,UB10 0EH,Open,Mixed,507524,183487,Hillingdon East,Hillingdon 017C,Hillingdon,www.stbernadetteschool.co.uk,11-Mar,VOLUNTARY, , ,2,1,-0.450997,51.5401001
"2,254.00",102424,St Catherine Catholic Primary School,Voluntary Aided School,Primary,Money Lane,West Drayton,UB7 7NX,Open,Mixed,505676,179425,West Drayton,Hillingdon 031D,Hillingdon, ,11-Mar,VOLUNTARY, , ,2,1,-0.47885,51.5038986
"2,255.00",102425,St Mary's Catholic Primary School,Voluntary Aided School,Primary,Rockingham Close,Uxbridge,UB8 2UA,Open,Mixed,505028,183848,Uxbridge South,Hillingdon 016B,Hillingdon,www.st-marys.hillingdon.sch.uk/,11-Mar,VOLUNTARY, , ,2,1,-0.486866,51.5438004
"2,256.00",102426,Sacred Heart Catholic Primary School,Voluntary Aided School,Primary,Herlwyn Avenue,Ruislip,HA4 6EZ,Open,Mixed,509289,186608,Manor,Hillingdon 009B,Hillingdon,http://www.sacredheart.hgfl.sch.uk,11-Mar,VOLUNTARY, , ,2,1,-0.424588,51.5677986
"2,257.00",102430,Oak Farm Infant School,Foundation School,Primary,Windsor Avenue,Uxbridge,UB10 9PD,Open,Mixed,507730,183934,Hillingdon East,Hillingdon 014B,Hillingdon,http://www.oakfarm-inf.hillingdon.sch.uk,7-May,STATE-FUNDED, , ,2,1,-0.447891,51.5439987
"2,258.00",102431,Oak Farm Junior School,Foundation School,Primary,Windsor Avenue,Uxbridge,UB10 9PD,Open,Mixed,507730,183934,Hillingdon East,Hillingdon 014B,Hillingdon,www.oakfarmjunior.co.uk/,11-Jul,STATE-FUNDED, , ,2,1,-0.447891,51.5439987
"2,259.00",102432,Grange Park Junior School,Foundation School,Primary,Lansbury Drive,Hayes,UB4 8SF,Open,Mixed,509872,182060,Charville,Hillingdon 021F,Hillingdon,www.grangepark-jun.hillingdon.sch.uk/,11-Jul,STATE-FUNDED, , ,2,1,-0.417599,51.5267982
"2,260.00",102433,Grange Park Infant and Nursery School,Foundation School,Primary,Lansbury Drive,Hayes,UB4 8SF,Open,Mixed,509872,182060,Charville,Hillingdon 021F,Hillingdon,www.grangepark-inf.hillingdon.sch.uk,7-Mar,STATE-FUNDED, , ,2,1,-0.417599,51.5267982
"2,261.00",102434,Hillside Infant School,Foundation School,Primary,Northwood Way,Northwood,HA6 1RX,Open,Mixed,510151,191063,Northwood Hills,Hillingdon 001E,Hillingdon,www.hillsideinfant.org.uk,7-Mar,STATE-FUNDED, , ,2,1,-0.41076,51.6076012
"2,262.00",102435,Hillside Junior School,Foundation School,Primary,Northwood Way,Northwood,HA6 1RX,Open,Mixed,510151,191063,Northwood Hills,Hillingdon 001E,Hillingdon,www.hillsidejunior.org,11-Jul,STATE-FUNDED, , ,2,1,-0.41076,51.6076012
"2,263.00",102438,St Andrew's CofE Primary School,Voluntary Aided School,Primary,Nursery Waye,Uxbridge,UB8 2BX,Open,Mixed,505861,183737,Uxbridge South,Hillingdon 015F,Hillingdon,standrewscofeprimary.co.uk,11-Mar,VOLUNTARY, , ,2,1,-0.474891,51.5425987
"2,264.00",102439,Hayes Park School,Foundation School,Primary,Raynton Drive,Hayes,UB4 8BE,Open,Mixed,509632,182266,Charville,Hillingdon 018A,Hillingdon,www.hayesparkschool.co.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.420993,51.5287018
"2,265.00",102449,Abbotsfield School,Foundation School,Secondary,Clifton Gardens,Uxbridge,UB10 0EX,Open,Boys,507810,183194,Hillingdon East,Hillingdon 017C,Hillingdon,http://www.abbotsfield.hillingdon.sch.uk/,18-Nov,STATE-FUNDED, , ,2,0,-0.446964,51.5373993
"2,266.00",102451,Harlington School,Foundation School,Secondary,Pinkwell Lane,Hayes,UB3 1PB,Open,Mixed,508630,178733,Pinkwell,Hillingdon 030B,Hillingdon,http://www.harlingtonschool.co.uk/,18-Nov,STATE-FUNDED, , ,2,0,-0.436519,51.4971008
"2,267.00",102462,Meadow High School,Community Special School,Not applicable,Royal Lane,Uxbridge,UB8 3QU,Open,Mixed,506516,181711,Brunel,Hillingdon 017B,Hillingdon,www.meadowhighschool.org,19-Nov,SPECIAL, , ,2,0,-0.466062,51.5242996
"2,268.00",102463,RNIB Sunshine House School and Children's Home,Non-Maintained Special School,Not applicable,33 Dene Road,Northwood,HA6 2DD,Open,Mixed,508649,191759,Northwood,Hillingdon 001C,Hillingdon,www.rnib.org.uk,11-Feb,SPECIAL, , ,2,1,-0.432225,51.6142006
"2,269.00",102464,Pield Heath House RC School,Non-Maintained Special School,Not applicable,Pield Heath Road,Uxbridge,UB8 3NW,Open,Mixed,506469,182099,Brunel,Hillingdon 017B,Hillingdon, ,19-Jul,SPECIAL, , ,2,1,-0.466622,51.5278015
"2,270.00",102464,Pield Heath House RC School,Non-Maintained Special School,Not applicable,Pield Heath Road,Uxbridge,UB8 3NW,Open,Mixed,506469,182099,Brunel,Hillingdon 017B,Hillingdon, ,19-Jul,SPECIAL, , ,2,0,-0.466622,51.5278015
"2,271.00",102465,Hedgewood School,Community Special School,Not applicable,Weymouth Road,Hayes,UB4 8NF,Open,Mixed,509342,182941,Charville,Hillingdon 018D,Hillingdon,www.hedgewood.org,11-May,SPECIAL, , ,2,1,-0.424962,51.5348015
"2,272.00",102470,Belmont Primary School,Community School,Primary,Belmont Road,London,W4 5UL,Open,Mixed,520690,178592,Turnham Green,Hounslow 029D,Hounslow,www.belmontprimaryschool.org.uk,11-Mar,STATE-FUNDED, , ,2,1,-0.262917,51.4934006
"2,273.00",102471,Cardinal Road Infant and Nursery School,Community School,Primary,Cardinal Road,Feltham,TW13 5AL,Open,Mixed,510779,173152,Hanworth Park,Hounslow 024E,Hounslow,http://www.cardinalroad.co.uk,7-Mar,STATE-FUNDED, , ,2,1,-0.407322,51.4464989
"2,274.00",102472,Cavendish Primary School,Community School,Primary,Edensor Road,London,W4 2RG,Open,Mixed,521106,177281,Chiswick Homefields,Hounslow 007B,Hounslow,http://www.cavendishschool.org.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.257377,51.4814987
"2,275.00",102484,Feltham Hill Infant and Nursery School,Community School,Primary,Bedfont Road,Feltham,TW13 4LZ,Open,Mixed,509664,172324,Feltham West,Hounslow 027B,Hounslow,www.fhi.hounslow.sch.uk,7-Mar,STATE-FUNDED, , ,2,1,-0.423616,51.4393005
"2,276.00",102485,Grove Park Primary School,Community School,Primary,Nightingale Close,London,W4 3JN,Open,Mixed,520137,177597,Chiswick Riverside,Hounslow 008A,Hounslow,www.groveparkprimary.co.uk,11-Mar,STATE-FUNDED, , ,2,1,-0.271217,51.4846001
"2,277.00",102486,Victoria Junior School,Community School,Primary,Victoria Road,Feltham,TW13 4AQ,Open,Mixed,510709,173046,Hanworth Park,Hounslow 024E,Hounslow,http://www.victoriajunior.co.uk/,11-Jul,STATE-FUNDED, , ,2,1,-0.408362,51.4455986
"2,278.00",102489,Hounslow Heath Junior School,Community School,Primary,Selwyn Close,Hounslow,TW4 7BD,Open,Mixed,512374,175491,Hounslow West,Hounslow 016C,Hounslow,http://www.hounslowheathjunior.co.uk/,11-Jul,STATE-FUNDED, , ,2,1,-0.383637,51.4673004
"2,279.00",102490,Hounslow Heath Infant and Nursery School,Community School,Primary,Martindale Road,Hounslow,TW4 7HE,Open,Mixed,512200,175494,Hounslow West,Hounslow 016C,Hounslow,www.hounslowheathinfant.co.uk/,7-Mar,STATE-FUNDED, , ,2,1,-0.38614,51.4673004
"2,280.00",102491,Hounslow Town Primary School,Community School,Primary,Pears Road,Hounslow,TW3 1SR,Open,Mixed,514456,175843,Hounslow Central,Hounslow 015A,Hounslow,www.hounslowtownprimary.co.uk,11-Mar,STATE-FUNDED, , ,2,1,-0.353564,51.4700012
"2,281.00",102492,Isleworth Town Primary School,Community School,Primary,Twickenham Road,Isleworth,TW7 6AB,Open,Mixed,516139,176282,Syon,Hounslow 014C,Hounslow,http://www.isleworthtown.hounslow.sch.uk,11-Feb,STATE-FUNDED, , ,2,1,-0.3292,51.4735985
"2,282.00",102493,Lionel Primary School,Community School,Primary,Lionel Road North,Brentford,TW8 9QT,Open,Mixed,518405,178577,Brentford,Hounslow 003A,Hounslow,http://www.lionelprimaryschool.co.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.29582,51.4938011
